election_type,sg_typecode,sg_type_label,sd_name,sgg_name,wiw_name,name,hanja_name,gender,birthday,age,party,job,education,career1,career2,addr,reg_status,reg_date,huboid
지방선거,3,광역단체장,서울특별시,서울특별시,,김형남,金炯男,남,19891108,36,더불어민주당,인권운동가,고려대학교 정치외교학과 졸업,(전)군인권센터 사무국장,(전)더불어민주당 제22대 총선 국민참여공동선대위원장,서울특별시 성북구 아리랑로19길,사퇴,20260203,100153766
지방선거,3,광역단체장,서울특별시,서울특별시,,정원오,鄭愿伍,남,19680812,57,더불어민주당,정당인,한양대학교 도시대학원 도시개발경영전공 박사 수료,"(전)민선 6,7,8기 성동구청장",(전)한양대학교 경영대학 특임교수,서울특별시 성동구 왕십리로,등록,20260305,100157144
지방선거,3,광역단체장,서울특별시,서울특별시,,이승현,李昇炫,남,19580714,67,국민의힘,기업인,고려대학교 경영전문대학원 경영학석사(전공:Executive MBA),(전)한국외국기업협회 회장,(현)한국무역협회 부회장,서울특별시 강남구 선릉로,등록,20260317,100158580
지방선거,3,광역단체장,서울특별시,서울특별시,,오세훈,吳世勲,남,19610104,65,국민의힘,서울특별시장,고려대학교 대학원 법학과 졸업(법학박사),(현)제39대 서울특별시장,"(전)제33, 34, 38대 서울특별시장",서울특별시 용산구 한남대로,등록,20260427,100162984
지방선거,3,광역단체장,서울특별시,서울특별시,,이상규,李相奎,남,19650107,61,진보당,배관공,서울대학교 법과대학 공법학과 졸업,(현)진보당 모두를위한서울특위 위원장,(전)19대 관악을 국회의원,서울특별시 관악구 난곡로,등록,20260204,100153810
지방선거,3,광역단체장,서울특별시,서울특별시,,김정철,金正澈,남,19761002,49,개혁신당,변호사(법무법인 우리 대표변호사),고려대학교 대학원 법학박사,(전)서강대학교 법학전문대학원 겸임교수,(현)개혁신당 최고위원,서울특별시 강남구 개포로,등록,20260317,100158541
지방선거,3,광역단체장,서울특별시,서울특별시,,오희주,吳熹珠,여,19830915,42,국민연합,정당인,이화여자대학교 대학원 북한학과 재학중,(현)국민연합 서울특별시당 위원장,(전)오성종합건설(주) 대표이사,서울특별시 종로구 혜화로3길,등록,20260401,100161421
지방선거,3,광역단체장,서울특별시,서울특별시,,유지혜,柳志慧,여,19970505,29,여성의당,정당인,원광디지털대학교 한국문화학부 한국복식과학학과 졸업,(현)여성의당 대변인,(전)제22대 국회의원선거 비례대표 여성의당 후보,서울특별시 강북구 오현로25라길,등록,20260420,100162632
지방선거,3,광역단체장,서울특별시,서울특별시,,이강산,李江山,남,19890829,36,자유통일당,정당인,서울대학교 경영전문대학원 경영학과(SNU MBA) 졸업(석사),(전)자유통일당 2025년 구로구청장 보궐선거 후보,(현)자유통일당 AI전략위원회 위원장,서울특별시 구로구 남부순환로95길,등록,20260420,100162642
지방선거,3,광역단체장,서울특별시,서울특별시,,권영국,權英國,남,19630815,62,정의당,정의당 대표,서울대학교 공과대학 금속공과 졸업,(현)정의당 대표,(전)제1대 전국민주노동조합총연맹 법률원 원장,서울특별시 마포구 월드컵로,등록,20260421,100162720
지방선거,3,광역단체장,부산광역시,부산광역시,,이재성,李在星,남,19701008,55,더불어민주당,정당인,서울대학교 계산통계학과 졸업,(전)더불어민주당 부산시당위원장,(전)이재명 후보직속 AI강국위원회 위원장,부산광역시 사하구 장림로,등록,20260203,100153765
지방선거,3,광역단체장,부산광역시,부산광역시,,박형준,朴亨埈,남,19600119,66,국민의힘,부산광역시장,고려대학교 대학원 사회학과 박사과정 졸업(문학박사),(현)부산광역시장,(전)국회사무총장,부산광역시 해운대구 달맞이길65번길,등록,20260427,100162954
지방선거,3,광역단체장,부산광역시,부산광역시,,정이한,鄭莉翰,남,19880708,37,개혁신당,개혁신당 대변인,부산대학교 행정대학원 행정학과 석사과정 재학,(현) 개혁신당 중앙당 대변인,(현) 개혁신당 부산시당위원장 직무대행,부산광역시 부산진구 신천대로126번길,등록,20260224,100155833
지방선거,3,광역단체장,대구광역시,대구광역시,,김부겸,金富謙,남,19580121,68,더불어민주당,정당인,서울대학교 사회과학대학 정치학과 졸업,(전) 제47대 국무총리,(전) 제16·17·18·20대 국회의원(4선),대구광역시 수성구 천을로,등록,20260409,100162026
지방선거,3,광역단체장,대구광역시,대구광역시,,이재만,李在晩,남,19590510,67,국민의힘,정당인,한양대학교 대학원 행정학과 졸업(행정학 박사),"(전)제25대, 제26대 대구광역시 동구청장",(전)자유한국당 최고위원,대구광역시 동구 화랑로80길,등록,20260204,100153811
지방선거,3,광역단체장,대구광역시,대구광역시,,홍석준,洪碩晙,남,19660517,60,국민의힘,특임교수,서울대학교 행정대학원 졸업(행정학 석사),(전)대구광역시 경제국장,(전)제21대 국회의원,대구광역시 동구 파계로6길,등록,20260209,100153836
지방선거,3,광역단체장,대구광역시,대구광역시,,이진숙,李眞淑,여,19610704,64,국민의힘,정당인,서강대학교 공공정책대학원 졸업 [정치학석사(국제정치)],(전)방송통신위원회위원장,(전)대전 MBC 사장,대구광역시 북구 중앙대로,등록,20260310,100157689
지방선거,3,광역단체장,대구광역시,대구광역시,,이수찬,李秀燦,남,19671104,58,개혁신당,정당인,경북대학교 인문대학 사학과 졸업,(현)개혁신당 대구광역시당 위원장,,대구광역시 수성구 달구벌대로530길,등록,20260303,100156890
지방선거,3,광역단체장,대구광역시,대구광역시,,김한구,金韓球,남,19670613,58,무소속,현대자동차(주) 달성지점 부장,경북대학교 경영대학원 마케팅학과 석사과정 수료,(전) 현대자동차(주) 노동조합 대의원,(전) 달성군 새마을협의회 감사,대구광역시 달성군 유가읍 테크노북로,등록,20260226,100156398
지방선거,3,광역단체장,인천광역시,인천광역시,,이기붕,李基朋,남,19630502,63,개혁신당,정당인,고려대학교 대학원 생명공학과 박사과정 수료,(현) 개혁신당 인천광역시당 위원장,(전) 연세대학교 객원교수,인천광역시 연수구 먼우금로,등록,20260203,100153769
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,이병훈,李炳勲,남,19570318,69,더불어민주당,정당인,전남대학교 일반대학원 행정학과 졸업(행정학 박사),(현)더불어민주당 호남발전특별위원회 수석부위원장,(전)광주광역시 문화경제부시장,광주광역시 동구 중앙로290번길,사퇴,20260204,100153809
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,김영록,金瑛錄,남,19550217,71,더불어민주당,전라남도지사,미국 시러큐스대학교 맥스웰시민행정대학원졸업 행정학 석사(1985.8~1987.6),(전)농림축산식품부 장관,(현)전라남도지사,전라남도 무안군 삼향읍 남악로,사퇴,20260309,100157535
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,강기정,姜琪正,남,19641203,61,더불어민주당,광주광역시장,전남대학교 행정대학원 행정학과 졸업 (행정학석사),(현) 광주광역시장,(전) 대통령비서실 정무수석,광주광역시 북구 대천로,사퇴,20260320,100159225
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,이종욱,李鍾郁,남,19670316,59,진보당,정당인,목포해양전문대학(현 국립목포해양대학교) 항해과 졸업,(현) 민주노총 광주지역본부장,(전) 광주광역시 공무원노조 위원장,광주광역시 광산구 여대길,등록,20260203,100153775
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,강은미,姜恩美,여,19700906,55,정의당,정당인,전남대학교 해양학과 졸업,(현) 정의당 광주광역시당 위원장,(전) 21대 정의당 국회의원 (비례대표),광주광역시 서구 화개1로78번길,등록,20260320,100159061
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,김광만,金侊滿,남,19611116,64,무소속,정치인,고려대학교 경영정보대학원 석사과정(조직관리전공) 졸업,(전)호남대학교 경영대학 경영학과 초빙교수,,광주광역시 북구 용봉택지로13번길,등록,20260422,100162728
지방선거,3,광역단체장,대전광역시,대전광역시,,허태정,許泰鋌,남,19650817,60,더불어민주당,정당인,충남대학교 철학과 졸업,(전) 대전광역시장,(현) 충남대학교 특임교수,대전광역시 유성구 은구비남로,등록,20260203,100153736
지방선거,3,광역단체장,대전광역시,대전광역시,,고낙정,高樂正,남,19421205,83,더불어민주당,공인중개사,대전상업고등학교(현 우송고등학교) 졸업,(전) 2006년 대전광역시장 후보자,(현) 컨설팅 공인중개사 사무소 대표,대전광역시 유성구 용계로2번길,등록,20260210,100153747
지방선거,3,광역단체장,대전광역시,대전광역시,,송광영,宋光永,남,19560204,70,국민의힘,특수형태근로종사자,대전대학교 대학원 졸업(경영학 박사),(전) 대전대학교 시간강사,(전) 건양대학교 겸임교수,대전광역시 유성구 구즉로,등록,20260204,100153808
지방선거,3,광역단체장,대전광역시,대전광역시,,강희린,姜熙潾,남,19970316,29,개혁신당,정당인,한국과학기술원(KAIST) 물리학과 석사과정 수료,(전) 한국과학기술원(KAIST) 물리학과 석사과정 연구원,(현) 개혁신당 대전광역시당위원장,대전광역시 유성구 문화원로,등록,20260213,100153978
지방선거,3,광역단체장,울산광역시,울산광역시,,송철호,宋哲鎬,남,19490526,77,더불어민주당,법무법인 정우 공동대표 변호사,고려대학교 법과대학 행정학과 졸업,(전)제7대 울산광역시장,(현)법무법인 정우 공동대표 변호사,울산광역시 중구 학성로,사퇴,20260209,100153828
지방선거,3,광역단체장,울산광역시,울산광역시,,이선호,李先鎬,남,19601004,65,더불어민주당,정당인,울산대학교 행정학과 졸업,(전)이재명 대통령 청와대 자치발전비서관,(전)제7대 울주군수,울산광역시 울주군 범서읍 대리2길,사퇴,20260212,100153891
지방선거,3,광역단체장,울산광역시,울산광역시,,안재현,安宰賢,남,19670826,58,더불어민주당,치과의사,부산대학교 치의학과 졸업,(전)노무현재단 울산지역위원회 상임대표,(전)울산광역시 미래비전위원회 위원장,울산광역시 남구 봉월로,사퇴,20260213,100153902
지방선거,3,광역단체장,울산광역시,울산광역시,,황명필,黃命弼,남,19730610,52,조국혁신당,정당인,인하대학교 정치외교학과 졸업,(전)조국혁신당 최고위원,(현)조국혁신당 울산시당위원장,울산광역시 동구 서부로,등록,20260420,100162628
지방선거,3,광역단체장,울산광역시,울산광역시,,김종훈,金鐘勳,남,19640703,61,진보당,정당인,울산대학교 국어국문학과 졸업,(전)제9대 울산광역시 동구청장,(전)제20대 국회의원,울산광역시 동구 산록8길,등록,20260211,100153854
지방선거,3,광역단체장,울산광역시,울산광역시,,이철수,李鐵樹,남,19460810,79,무소속,울산사회교육연구소장,부산대학교 교육대학원 교육학과 졸업(교육학석사),(전)울산공단건설감독(건축특급감리원),(현)국제어린이축제 조직위원장,울산광역시 중구 화진4길,등록,20260306,100156807
지방선거,3,광역단체장,울산광역시,울산광역시,,박맹우,朴孟雨,남,19511206,74,무소속,정당인,동의대학교 대학원 졸업(행정학박사),(전)제19·20대 국회의원(울산남구을),(전)제3·4·5대 울산광역시장,울산광역시 남구 월평로,등록,20260310,100157730
지방선거,3,광역단체장,세종특별자치시,세종특별자치시,,고준일,高準一,남,19800622,45,더불어민주당,정당인,고려대학교 인문정보대학원 석사과정 수료(사회복지학과),(전) 세종특별자치시의회 의장,(현) 더불어민주당 전략기획위원회 부위원장,세종특별자치시  연서면 봉암길,등록,20260203,100153755
지방선거,3,광역단체장,세종특별자치시,세종특별자치시,,김수현,金秀炫,남,19700125,56,더불어민주당,정당인,충남대학교 행정대학원 졸업(행정학석사),(현) 더불어민주당 당대표 특보,(현) 더민주세종혁신회의 상임대표,세종특별자치시  새롬남로,등록,20260203,100153753
지방선거,3,광역단체장,세종특별자치시,세종특별자치시,,이춘희,李春熙,남,19551206,70,더불어민주당,고려대학교 세종산학협력단 세종산학협력실 특임교수,한양대학교 도시대학원 졸업(도시학박사),(전) 이재명정부 지방시대위원회 행정수도 완성추진 특별위원장,(전) 세종특별자치시장,세종특별자치시  남세종로,등록,20260203,100153752
지방선거,3,광역단체장,세종특별자치시,세종특별자치시,,조상호,趙祥鎬,남,19700925,55,더불어민주당,(사)새로운 생각 연구소 소장,고려대학교 대학원 박사과정 수료(정치외교학과),(전) 이재명 정부 국정기획위원회 기획위원,(전) 더불어민주당 당대표 정무조정실장,세종특별자치시  집현서로,등록,20260203,100153754
지방선거,3,광역단체장,세종특별자치시,세종특별자치시,,홍순식,洪淳植,남,19761201,49,더불어민주당,충남대학교 국제학부 겸임부교수,고려대학교 대학원 박사과정 수료(정치외교학과),(전) 국회의원 보좌관,(현) 충남대학교 국제학부 겸임부교수,세종특별자치시  시청대로,등록,20260220,100154355
지방선거,3,광역단체장,세종특별자치시,세종특별자치시,,최민호,崔旼鎬,남,19561024,69,국민의힘,세종특별자치시장,단국대학교 대학원 졸업(행정학 박사),(전) 행정중심복합도시건설청장,(현) 세종특별자치시장,세종특별자치시  연동면 노송송담길,등록,20260406,100161690
지방선거,3,광역단체장,세종특별자치시,세종특별자치시,,하헌휘,河憲輝,남,19861001,39,개혁신당,변호사,서울대학교 법과대학 법학부 졸업,(현) 법률사무소 하은 대표변호사,(현) 개혁신당 세종시당 창당준비위원장,세종특별자치시  마음안로,등록,20260319,100158883
지방선거,3,광역단체장,경기도,경기도,,양기대,梁基大,남,19621012,63,더불어민주당,우석대학교 석좌교수,서울대학교 사범대학 지리교육과 졸업,(전)제21대 국회의원,"(전)민선5기, 민선6기 광명시장",경기도 광명시 디지털로,등록,20260203,100153793
지방선거,3,광역단체장,경기도,경기도,,김동연,金東兗,남,19570128,69,더불어민주당,경기도지사,"미국 미시간대학교 대학원 졸업(정책학박사, 1989.9 ~1993.6 )",(현)경기도지사,(전)부총리 겸 기획재정부장관,경기도 수원시 영통구 광교호수공원로,사퇴,20260320,100159238
지방선거,3,광역단체장,경기도,경기도,,함진규,咸珍圭,남,19590813,66,국민의힘,정당인,고려대학교 일반대학원 법학과 박사과정 수료,(전)국회의원(재선),(전)한국도로공사 사장,경기도 시흥시 새재로,등록,20260414,100162377
지방선거,3,광역단체장,경기도,경기도,,이성배,李成培,남,19810716,44,국민의힘,정당인,영국 런던대학교 골드스미스대학 정치커뮤니케이션 전공(문학석사)(2019.9~2021.3),(전)제21대 대통령 선거 국민의힘 선대위 대변인,(전)MBC 아나운서,경기도 이천시 신둔면 원적로133번길,등록,20260424,100162948
지방선거,3,광역단체장,경기도,경기도,,홍성규,洪性奎,남,19740929,51,진보당,정당인,서울대학교 대학원 정치학과 졸업(정치학 석사),(전)진보당 수석대변인,(현)화성노동인권센터 소장,경기도 화성시 팔탄면 구장길,등록,20260203,100153796
지방선거,3,광역단체장,경기도,경기도,,김현욱,金顯旭,남,19630625,62,국민연합,주식회사 서현건설 대표이사,경기대학교 정치전문대학원 정치법학과 졸업(정치학박사),(현)국민연합 당대표,(전)경기도의회 의원,경기도 용인시 처인구 명지로116번길,등록,20260316,100158402
지방선거,3,광역단체장,경기도,경기도,,정국진,丁國眞,남,19860303,40,새미래민주당,대학원생,평택대학교 일반대학원 AI융합학과 박사과정 재학중,(전)새미래민주당 경기도당위원장,(전)개혁신당 선임대변인,경기도 평택시 팽성읍 부용로31번길,등록,20260203,100153792
지방선거,3,광역단체장,강원특별자치도,강원특별자치도,,우상호,禹相虎,남,19621212,63,더불어민주당,정당인,연세대학교 행정대학원 공공정책전공졸업(행정학석사),(전)대통령비서실 정무수석비서관,"(전)17,19,20,21대 국회의원",강원특별자치도 춘천시 퇴계로,등록,20260305,100157160
지방선거,3,광역단체장,강원특별자치도,강원특별자치도,,안재윤,安在潤,남,19641216,61,국민의힘,정당인,연세대학교 정경·창업대학원 국제복지전공 석사과정 졸업(사회복지학 석사),(전)1991년도 강원도의원선거후보(26세 최연소),"(전)제15대, 16대, 17대, 21대 국회의원 후보",강원특별자치도 원주시 늘품로,등록,20260203,100153780
지방선거,3,광역단체장,강원특별자치도,강원특별자치도,,염동열,廉東烈,남,19610228,65,국민의힘,무직,국민대학교 일반대학원 행정학과 졸업(행정학 박사),"(전) 국회의원(제19대, 20대)",(전) 한국청년회의소(JC) 중앙회장,강원특별자치도 평창군 대관령면 솔봉로,등록,20260213,100153935
지방선거,3,광역단체장,강원특별자치도,강원특별자치도,,김진태,金鎭台,남,19641013,61,국민의힘,광역단체장,서울대학교 법과대학 공법학과 졸업,(현)강원특별자치도지사,(전)제19·20대 국회의원,강원특별자치도 춘천시 봉의산길,등록,20260414,100162343
지방선거,3,광역단체장,충청북도,충청북도,,신용한,慎鏞漢,남,19690502,57,더불어민주당,대통령직속 지방시대위원회 부위원장,성균관대학교 국정전문대학원 졸업(행정학박사),(현)대통령직속 지방시대위원회 부위원장,(전)이재명 대통령후보 선대위 전략자문단 부단장,충청북도 청주시 흥덕구 강내면 태성탑연로,등록,20260203,100153742
지방선거,3,광역단체장,충청북도,충청북도,,한범덕,韓凡悳,남,19520726,73,더불어민주당,정당인,충북대학교 대학원 행정학과 졸업(행정학박사),(전)청주시장(민선 5·7기),(전)이재명대통령후보선대위 충북골목골목선대위원장,충청북도 청주시 청원구 우암로44번길,등록,20260204,100153795
지방선거,3,광역단체장,충청북도,충청북도,,송기섭,宋起燮,남,19560818,69,더불어민주당,정당인,아주대학교 대학원 건설교통공학과 졸업(공학박사),(현)더불어민주당 당대표 특별보좌역,(전)제39·40·41대 진천군수,충청북도 진천군 진천읍 장관2길,등록,20260210,100153843
지방선거,3,광역단체장,충청북도,충청북도,,노영민,盧英敏,남,19571125,68,더불어민주당,정당인(더불어민주당 충북도당 상임고문),연세대학교 상경대학 경영학과 졸업,(전)대통령 비서실장,(전)이재명 대통령 후보 선대위 미래신성장산업위원장,충청북도 청주시 흥덕구 대신로73번길,등록,20260225,100156046
지방선거,3,광역단체장,충청북도,충청북도,,윤희근,尹熙根,남,19680909,57,국민의힘,청주대학교 석좌교수,경찰대학 법학과 졸업,(전)제23대 대한민국 경찰청장,(현)청주대학교 석좌교수(경찰행정학과),충청북도 청주시 서원구 매봉로,등록,20260203,100153748
지방선거,3,광역단체장,충청북도,충청북도,,조길형,趙吉衡,남,19621208,63,국민의힘,정당인,경찰대학 행정학과 졸업,"(전)민선 9대, 10대, 11대 충주시장",(전)중앙경찰학교장,충청북도 충주시 연수동산로,사퇴,20260303,100156476
지방선거,3,광역단체장,충청북도,충청북도,,윤갑근,尹甲根,남,19640609,61,국민의힘,법무법인 청녕 대표변호사,성균관대학교 법학과 졸업,(현)법무법인 청녕 대표변호사,(전)국민의힘 충북도당위원장,충청북도 청주시 상당구 용담로,등록,20260306,100157194
지방선거,3,광역단체장,충청북도,충청북도,,김수민,金秀玟,여,19861225,39,국민의힘,정당인,숙명여자대학교 졸업(환경디자인 전공),(전)충청북도 정무부지사,(전)국회의원,충청북도 청주시 청원구 오창읍 중부로,사퇴,20260323,100159717
지방선거,3,광역단체장,충청남도,충청남도,,양승조,梁承晁,남,19590321,67,더불어민주당,정당인,단국대학교 정책경영대학원 특수법무학과 졸업(법학석사),(전)충청남도지사,(전)4선 국회의원,충청남도 홍성군 홍성읍 월산로30번길,등록,20260203,100153750
지방선거,3,광역단체장,충청남도,충청남도,,나소열,羅紹烈,남,19590516,67,더불어민주당,정당인,서강대학교 정치외교학과 정치학 석사졸업,(전)서천군수 3선,(전)대통령 비서실 자치분권 비서관,충청남도 서천군 기산면 화출길42번길,등록,20260212,100153908
지방선거,3,광역단체장,충청남도,충청남도,,이은창,李은창,남,19830514,43,개혁신당,건설업 대표,충남대학교 행정대학원 졸업(행정학 석사),(현)(주)믿음건설 대표,(전)개혁신당 대변인,충청남도 공주시 버드나무1길,등록,20260401,100161415
지방선거,3,광역단체장,충청남도,충청남도,,정연상,鄭連相,남,19710129,55,무소속,제조업,충남대학교 대학원 졸업(경영학 석사),"(전)국회의원선거 출마자(2020년, 공주부여청양)",,충청남도 공주시 신금2길,등록,20260407,100161836
지방선거,3,광역단체장,전북특별자치도,전북특별자치도,,백승재,白承裁,남,19760105,50,진보당,정당인,경희대학교 건축공학과 3년 수료(1994년3월~2001년2월),(현)민주노총 서비스연맹 광주전라지역본부장,(현)진보당 군산시지역위원장,전북특별자치도 군산시 칠성3길,등록,20260409,100162052
지방선거,3,광역단체장,전북특별자치도,전북특별자치도,,김성수,金成洙,남,19720603,54,무소속,세무사 김성수사무소 대표,원광대학교 회계학과(경영학사) 졸업,(현)세무사 김성수사무소 대표,(전)전북펀드7조포럼 대표 및 정책연구소장,전북특별자치도 익산시 서동로46길,등록,20260209,100153829
지방선거,3,광역단체장,전북특별자치도,전북특별자치도,,김형찬,金亨燦,남,19710515,55,무소속,사업가,호남신학대학교 신학대학원 신학과 졸업,(현)목사,(현)사업가 (주)지엠씨 농업회사법인 대표이사,전북특별자치도 고창군 상하면 장호안길,등록,20260209,100153838
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,이병훈,李炳勲,남,19570318,69,더불어민주당,정당인,전남대학교 일반대학원 행정학과 졸업(행정학 박사),(현)더불어민주당 호남발전특별위원회 수석부위원장,(전)광주광역시 문화경제부시장,광주광역시 동구 중앙로290번길,사퇴,20260204,100153809
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,김영록,金瑛錄,남,19550217,71,더불어민주당,전라남도지사,미국 시러큐스대학교 맥스웰시민행정대학원졸업 행정학 석사(1985.8~1987.6),(전)농림축산식품부 장관,(현)전라남도지사,전라남도 무안군 삼향읍 남악로,사퇴,20260309,100157535
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,강기정,姜琪正,남,19641203,61,더불어민주당,광주광역시장,전남대학교 행정대학원 행정학과 졸업 (행정학석사),(현) 광주광역시장,(전) 대통령비서실 정무수석,광주광역시 북구 대천로,사퇴,20260320,100159225
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,이종욱,李鍾郁,남,19670316,59,진보당,정당인,목포해양전문대학(현 국립목포해양대학교) 항해과 졸업,(현) 민주노총 광주지역본부장,(전) 광주광역시 공무원노조 위원장,광주광역시 광산구 여대길,등록,20260203,100153775
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,강은미,姜恩美,여,19700906,55,정의당,정당인,전남대학교 해양학과 졸업,(현) 정의당 광주광역시당 위원장,(전) 21대 정의당 국회의원 (비례대표),광주광역시 서구 화개1로78번길,등록,20260320,100159061
지방선거,3,광역단체장,전남광주통합특별시,전남광주통합특별시,,김광만,金侊滿,남,19611116,64,무소속,정치인,고려대학교 경영정보대학원 석사과정(조직관리전공) 졸업,(전)호남대학교 경영대학 경영학과 초빙교수,,광주광역시 북구 용봉택지로13번길,등록,20260422,100162728
지방선거,3,광역단체장,경상북도,경상북도,,오중기,吳仲基,남,19670723,58,더불어민주당,정당인,영남대학교 문과대학 철학과 졸업,(전)청와대 균형발전 선임행정관,(전)한국도로공사시설관리(주) 대표이사,경상북도 포항시 북구 양학천로,등록,20260401,100161413
지방선거,3,광역단체장,경상북도,경상북도,,김재원,金在原,남,19641220,61,국민의힘,국민의힘 최고위원,서울대학교 행정대학원 졸업(행정학석사),(현)국민의힘 최고위원,"(전)3선 국회의원(17, 19, 20대)",경상북도 의성군 의성읍 회나무길,등록,20260203,100153745
지방선거,3,광역단체장,경상북도,경상북도,,최경환,崔炅煥,남,19550227,71,국민의힘,정치인,"미국 위스콘신대학교 대학원 경제학 졸업(경제학박사, 1987.9~1991.5)",(전)경제부총리 겸 기획재정부장관,(전)국회의원,경상북도 경산시 압량읍 압독5로,사퇴,20260203,100153768
지방선거,3,광역단체장,경상북도,경상북도,,이강덕,李康德,남,19620114,64,국민의힘,정당인,동국대학교 대학원 법학과 박사과정 4학기 수료,"(전)제7, 8, 9대 포항시장",(전)제12대 해양경찰청 청장,경상북도 포항시 남구 오천읍 해병로489번길,사퇴,20260210,100153849
지방선거,3,광역단체장,경상북도,경상북도,,백승주,白承周,남,19610320,65,국민의힘,전쟁기념사업회 회장,경북대학교 대학원 정치학과 졸업(정치학박사),(전)국회의원,(전)국방부 차관,경상북도 구미시 박정희로,등록,20260306,100157407
지방선거,3,광역단체장,경상북도,경상북도,,이철우,李喆雨,남,19550815,70,국민의힘,경상북도지사,연세대학교 행정대학원 졸업(정치학 석사),(전)제18·19·20대 국회의원,(현)경상북도지사,경상북도 안동시 풍천면 도청대로,등록,20260320,100159249
지방선거,3,광역단체장,경상남도,경상남도,,김경수,金慶洙,남,19671201,58,더불어민주당,정당인,서울대학교 인류학과 졸업,(전)경상남도지사(제37대),(전)국회의원(제20대),경상남도 창원시 성산구 대원로,등록,20260317,100158507
지방선거,3,광역단체장,경상남도,경상남도,,조해진,曺海珍,남,19630804,62,국민의힘,정당인,서울대학교 대학원 법학과 졸업(법학석사),"(전)국회의원(제18대, 제19대, 제21대)",(전)국회 교육위 위원장·국회 정보위 위원장,경상남도 김해시 월산로,사퇴,20260205,100153817
지방선거,3,광역단체장,경상남도,경상남도,,박완수,朴完洙,남,19550810,70,국민의힘,정당인,경남대학교 대학원 졸업(행정학박사),(전)제20대·제21대 국회의원(경상남도 창원시의창구),(현)경상남도지사,경상남도 창원시 의창구 북면 감계로,등록,20260427,100162958
지방선거,3,광역단체장,경상남도,경상남도,,전희영,田姬英,여,19750601,51,진보당,정당인,부산대학교 사범대학 수학교육과 졸업,"(전)전국교직원노동조합 20, 21대 위원장",(현)진보당 경상남도당 민생특별위원장,경상남도 양산시 물금읍 야리로,등록,20260203,100153781
지방선거,3,광역단체장,제주특별자치도,제주특별자치도,,오영훈,吳怜勳,남,19681214,57,더불어민주당,정치인,제주대학교 경영대학원 경영학과 졸업(경영학석사),"(전)제20대, 제21대 국회의원",(현)제주특별자치도지사,제주특별자치도 제주시 중앙로,사퇴,20260403,100161675
지방선거,3,광역단체장,제주특별자치도,제주특별자치도,,문성유,文盛裕,남,19640318,62,국민의힘,정당인,맨체스터대학교 경제사회학(개발경제학 전공) 석사(1997.09~1998.12),(전)기획재정부 기획조정실장,(전)한국자산관리공사 사장,제주특별자치도 제주시 성화로6길,등록,20260311,100157851
지방선거,3,광역단체장,제주특별자치도,제주특별자치도,,김명호,金明浩,남,19680414,58,진보당,정당인,울산대학교 건축학과 3년 제적 (1986년 3월 ~ 1994년 5월),(전) 전국서비스산업노동조합연맹 제주지역본부 본부장,(현) 진보당 제주특별자치도당 위원장,제주특별자치도 제주시 도남로,등록,20260213,100153982
지방선거,3,광역단체장,제주특별자치도,제주특별자치도,,양윤녕,梁允寧,남,19610608,64,무소속,무직,단국대학교 경영대학원 경영학과 졸업 (경영학 석사),(전)소나무당(대표 송영길) 제주특별자치도당 위원장,(전)새정치국민회의(총재 김대중) 기획조정국장,제주특별자치도 서귀포시 중산간동로,등록,20260212,100153886
지방선거,4,기초단체장,서울특별시,종로구,종로구,유찬종,劉燦鍾,남,19591120,66,더불어민주당,정당인,연세대학교 경법대학 법학 졸업,(전)서울시의회 의원,(전)종로구청장 후보,서울특별시 종로구 지봉로,등록,20260220,100154016
지방선거,4,기초단체장,서울특별시,종로구,종로구,이성호,李成浩,남,19630416,63,더불어민주당,프리랜서,세종대학교 대학원 졸업(정책학박사),(전)서울대총학생회장 권한대행,(현)대통령 직속 국가AI전략위원회 자문위원,서울특별시 종로구 필운대로11길,등록,20260224,100155724
지방선거,4,기초단체장,서울특별시,종로구,종로구,서용주,徐溶珠,남,19730408,53,더불어민주당,동국대학교 산학협력초빙교수,국방대학교 국방관리대학원 석사과정수료(안보정책전공),(현)대통령직속 지방시대위원회 자문위원,(전)더불어민주당 상근부대변인,서울특별시 종로구 난계로,등록,20260304,100156653
지방선거,4,기초단체장,서울특별시,종로구,종로구,정재호,鄭載鎬,남,19631002,62,더불어민주당,정당인,상명대학교 대학원 디지털이미지학과 졸업(예술학 석사),(전)제9대 종로구의회 후반기 부의장,(전)제8대 종로구의회 후반기 행정문화위원장,서울특별시 종로구 세검정로9길,등록,20260316,100158248
